mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,0.05698204040527344,0.06079673767089844,15.398502349853516
mps-uncap,0.9,1.5320777893066406,22.156715393066406,24.49023723602295
mps-uncap,1.0,258.8289976119995,426.50508880615234,872.5676536560059
mps-uncap,0.5,0.053882598876953125,0.05841255187988281,0.05841255187988281
mps-uncap,0.6,0.05245208740234375,0.05996227264404297,1.146554946899414
mps-uncap,0.7,0.04982948303222656,0.05817413330078125,6.989240646362305
mps-uncap,0.1,0.06198883056640625,0.06198883056640625,0.06842613220214844
mps-uncap,0.2,0.058650970458984375,0.06031990051269531,0.06771087646484375
mps-uncap,0.3,0.057220458984375,0.06103515625,0.05519390106201172
mps-uncap,0.4,0.05626678466796875,0.06175041198730469,0.05459785461425781
