mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,37.30716705322265,91.0654354095459,20.92357635498047
mps-uncap,0.9,37.2831130027771,91.3829207420349,21.08958721160889
mps-uncap,1.0,38.33763599395751,91.76716804504395,21.2397289276123
mps-uncap,0.5,29.54641580581665,84.9378561973572,19.700148105621334
mps-uncap,0.6,32.69158601760864,86.78611993789673,19.919800758361816
mps-uncap,0.7,33.72175931930542,89.28260803222655,20.51714181900024
mps-uncap,0.1,14.287757873535162,37.63887405395509,19.182138442993164
mps-uncap,0.2,17.095761299133283,57.810959815979004,19.120609760284424
mps-uncap,0.3,20.697069168090692,59.458255767822266,19.07372236251831
mps-uncap,0.4,30.171394348144496,72.4308395385742,19.402198791503906
