mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,38.53464126586914,93.73140335083008,21.67034149169922
mps-uncap,0.9,39.40296173095703,93.44768524169922,21.90375328063965
mps-uncap,1.0,39.399147033691406,92.75317192077637,22.628068923950195
mps-uncap,0.5,35.32886505126953,88.73605728149414,20.496606826782227
mps-uncap,0.6,36.49258613586426,89.1728401184082,21.042823791503906
mps-uncap,0.7,37.29605674743652,89.87045288085938,21.12722396850586
mps-uncap,0.1,22.530078887939453,44.76213455200195,19.643545150756836
mps-uncap,0.2,23.773670196533203,68.64190101623535,20.160675048828125
mps-uncap,0.3,32.40394592285156,67.09933280944824,19.777297973632812
mps-uncap,0.4,35.73274612426758,84.78283882141113,20.503520965576172
