mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,2.6900768280029297,18.001317977905273,14.54019546508789
mps-uncap,0.9,2.7475357055664062,18.01300048828125,14.571905136108398
mps-uncap,1.0,2.901315689086914,18.606185913085938,14.652252197265625
mps-uncap,0.5,2.771139144897461,17.8835391998291,14.477014541625977
mps-uncap,0.6,2.7015209197998047,17.804384231567383,14.474153518676758
mps-uncap,0.7,2.7310848236083984,17.81439781188965,14.52946662902832
mps-uncap,0.1,3.1659603118896484,17.90022850036621,14.461994171142578
mps-uncap,0.2,2.9001235961914062,17.847776412963867,14.47439193725586
mps-uncap,0.3,2.7666091918945312,17.8377628326416,14.439821243286133
mps-uncap,0.4,2.9664039611816406,17.84062385559082,14.439105987548828
