mode,load,0_mobilenet_v3_large-4,1_resnet101-32,2_vgg13-32
mps-uncap,0.8,16.779184341430664,76.46512985229492,32.46116638183594
mps-uncap,0.9,25.412678718566895,87.21542358398438,41.885972023010254
mps-uncap,1.0,288.68722915649414,508.6643695831299,891.4000988006592
mps-uncap,0.5,7.840633392333984,31.15999698638916,16.074657440185547
mps-uncap,0.6,8.905172348022461,34.44337844848633,18.600940704345703
mps-uncap,0.7,12.470006942749023,46.28300666809082,22.960782051086426
mps-uncap,0.1,7.386922836303711,18.03445816040039,14.661788940429688
mps-uncap,0.2,7.4901580810546875,18.02515983581543,14.687538146972656
mps-uncap,0.3,7.6580047607421875,18.503904342651367,14.693975448608398
mps-uncap,0.4,7.65681266784668,25.247573852539062,14.857292175292969
