mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,8.213198184967036,96.7091274261475,27.454376220703125
mps-uncap,0.9,16.13094091415406,260.31568527221674,62.04887866973878
mps-uncap,1.0,70.48958063125613,2111.021218299865,76.8734645843506
mps-uncap,0.5,3.6559104919433594,33.78800392150879,15.356979370117202
mps-uncap,0.6,4.370620250701904,55.27912616729726,14.166865348815918
mps-uncap,0.7,6.036329269409182,54.505534172058105,16.892786026000977
mps-uncap,0.1,1.1568355560302717,24.224996566772482,6.459808349609372
mps-uncap,0.2,1.3273906707763672,23.072137832641594,9.699339866638166
mps-uncap,0.3,2.1114110946655287,28.727955818176266,13.613414764404345
mps-uncap,0.4,2.548339366912842,27.9545879364014,15.595555305480964
