mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,2.233743667602539,23.572959899902344,7.243471145629883
mps-uncap,0.9,2.3112154006958012,23.935718536376953,7.393031120300294
mps-uncap,1.0,2.426726818084717,24.188265800476074,6.912961006164551
mps-uncap,0.5,2.164483070373535,20.40543556213379,7.497291564941407
mps-uncap,0.6,2.216846942901611,21.987929344177246,7.208967208862305
mps-uncap,0.7,2.2194504737854013,22.756986618041992,7.090682983398438
mps-uncap,0.1,1.730012893676757,28.859071731567386,7.78512954711914
mps-uncap,0.2,1.8760228157043457,27.97938585281372,7.679595947265624
mps-uncap,0.3,2.088727951049805,25.258243083953857,7.92660713195801
mps-uncap,0.4,2.121570110321045,25.147905349731445,7.576894760131837
