mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,5.237102508544922,68.56396198272705,16.069030761718754
mps-uncap,0.9,9.160375595092773,165.06853103637698,28.476810455322273
mps-uncap,1.0,46.13502025604248,1515.1698112487793,44.56801414489747
mps-uncap,0.5,2.81524658203125,31.14142417907715,11.805057525634764
mps-uncap,0.6,3.3128499984741215,39.1361713409424,11.405420303344734
mps-uncap,0.7,4.164409637451176,43.67222785949708,11.941480636596687
mps-uncap,0.1,1.6332149505615237,27.942800521850582,7.808208465576172
mps-uncap,0.2,1.7524003982543943,28.125739097595222,10.104560852050788
mps-uncap,0.3,2.1369218826293945,28.928184509277344,11.774063110351562
mps-uncap,0.4,2.368927001953125,28.587245941162106,12.854814529418945
