mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,18.616437911987305,160.1405143737793,58.328866958618164
mps-uncap,0.9,27.26912498474121,362.8063201904297,137.56084442138672
mps-uncap,1.0,97.10073471069336,2205.311059951782,119.66371536254883
mps-uncap,0.5,11.20305061340332,69.40007209777832,29.54697608947754
mps-uncap,0.6,10.498762130737305,96.59695625305176,26.63874626159668
mps-uncap,0.7,13.248682022094727,95.35384178161621,42.17362403869629
mps-uncap,0.1,3.883838653564453,61.01632118225098,19.529104232788086
mps-uncap,0.2,4.090070724487305,47.32561111450195,24.729013442993164
mps-uncap,0.3,8.092641830444336,60.01400947570801,27.6181697845459
mps-uncap,0.4,9.346961975097656,57.90877342224121,35.516977310180664
