mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,1.0001659393310547,12.294292449951172,2.840757369995117
mps-uncap,0.9,0.9987354278564453,12.703418731689453,2.8274059295654297
mps-uncap,1.0,1.0025501251220703,14.964818954467773,2.8722286224365234
mps-uncap,0.5,1.0042190551757812,11.520147323608398,2.840757369995117
mps-uncap,0.6,1.0023117065429688,11.99793815612793,2.8047561645507812
mps-uncap,0.7,0.9999275207519531,12.16268539428711,2.8192996978759766
mps-uncap,0.1,1.012563705444336,11.703729629516602,2.8395652770996094
mps-uncap,0.2,0.9827613830566406,11.591196060180664,2.819538116455078
mps-uncap,0.3,1.010894775390625,11.456012725830078,2.8553009033203125
mps-uncap,0.4,0.9968280792236328,11.604070663452148,2.8390884399414062
