mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,17.134666442871094,143.5110569000244,53.36570739746094
mps-uncap,0.9,25.248050689697266,342.0073986053467,133.47339630126953
mps-uncap,1.0,95.25370597839355,2181.8227767944336,115.06271362304688
mps-uncap,0.5,9.990215301513672,53.85327339172363,26.695966720581055
mps-uncap,0.6,9.070634841918945,81.02035522460938,22.889375686645508
mps-uncap,0.7,11.713504791259766,76.11441612243652,39.009809494018555
mps-uncap,0.1,2.486705780029297,45.03941535949707,12.936592102050781
mps-uncap,0.2,2.86865234375,30.543804168701172,20.175457000732422
mps-uncap,0.3,6.8111419677734375,43.58363151550293,22.367477416992188
mps-uncap,0.4,8.028030395507812,41.87202453613281,28.633594512939453
