mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,0.9882450103759766,12.061119079589844,2.7539730072021484
mps-uncap,0.9,0.9877681732177734,12.084484100341797,2.7604103088378906
mps-uncap,1.0,0.9918212890625,11.508703231811523,2.8076171875
mps-uncap,0.5,0.9894371032714844,11.498689651489258,2.825498580932617
mps-uncap,0.6,0.9884834289550781,11.512041091918945,2.7513504028320312
mps-uncap,0.7,0.9844303131103516,11.497020721435547,2.7713775634765625
mps-uncap,0.1,1.0013580322265625,11.66534423828125,2.783536911010742
mps-uncap,0.2,0.9629726409912109,11.545181274414062,2.778768539428711
mps-uncap,0.3,0.9882450103759766,11.442184448242188,2.813100814819336
mps-uncap,0.4,0.9856224060058594,11.57236099243164,2.8047561645507812
