mode,load,0_alexnet-8,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,0.6204843521118164,10.503649711608887,1.9223690032958984
mps-uncap,0.9,1.6129016876220703,34.5911979675293,4.847288131713867
mps-uncap,1.0,15.621662139892578,802.4966716766357,11.645317077636719
mps-uncap,0.5,0.04029273986816406,0.048160552978515625,0.04124641418457031
mps-uncap,0.6,0.040531158447265625,0.05984306335449219,0.04291534423828125
mps-uncap,0.7,0.18644332885742188,1.3644695281982422,0.25153160095214844
mps-uncap,0.1,0.04673004150390625,0.06198883056640625,0.049591064453125
mps-uncap,0.2,0.041961669921875,0.05984306335449219,0.04863739013671875
mps-uncap,0.3,0.03981590270996094,0.05555152893066406,0.04506111145019531
mps-uncap,0.4,0.040531158447265625,0.0553131103515625,0.046253204345703125
