mode,load,0_squeezenet1_1-2,1_vgg11-8,2_vgg19-32
mps-uncap,0.8,24.976491928100586,19.859790802001953,29.67214584350586
mps-uncap,0.9,26.59130096435547,22.316694259643555,29.527902603149414
mps-uncap,1.0,25.71702003479004,20.056486129760742,30.424833297729492
mps-uncap,0.5,23.90122413635254,19.454002380371094,27.181148529052734
mps-uncap,0.6,23.672819137573242,20.285367965698242,27.566194534301758
mps-uncap,0.7,24.3380069732666,20.633459091186523,27.660369873046875
mps-uncap,0.1,17.632246017456055,17.652511596679688,23.37813377380371
mps-uncap,0.2,22.76611328125,18.01156997680664,25.021791458129883
mps-uncap,0.3,20.612239837646484,18.700122833251953,26.4585018157959
mps-uncap,0.4,23.194551467895508,20.32923698425293,29.797792434692383
