mode,load,0_efficientnet_b6-32,1_resnet152-16,2_vgg16-8
mps-uncap,0.8,927.990198135376,506.28209114074707,180.0985336303711
mps-uncap,0.9,854.6347618103027,1067.5444602966309,631.3438415527344
mps-uncap,1.0,3968.092679977417,5425.254583358765,7390.448331832886
mps-uncap,0.5,199.17964935302734,100.1276969909668,58.97808074951172
mps-uncap,0.6,204.83756065368652,206.4216136932373,84.70487594604492
mps-uncap,0.7,219.30813789367676,242.62166023254395,77.58617401123047
mps-uncap,0.1,37.070512771606445,18.278837203979492,9.381294250488281
mps-uncap,0.2,77.2397518157959,45.76563835144043,13.791799545288086
mps-uncap,0.3,61.003923416137695,44.918060302734375,29.70123291015625
mps-uncap,0.4,99.64299201965332,71.05040550231934,43.49112510681152
