mode,load,0_efficientnet_b6-32,1_resnet152-16,2_vgg16-8
mps-uncap,0.8,274.1419010084924,161.26560941904032,617.0973563167089
mps-uncap,0.9,293.3199189129066,184.77273680131552,679.1359368787488
mps-uncap,1.0,345.1930842397851,193.5139978705224,660.2356327612039
mps-uncap,0.5,152.8866839641973,101.2247908546233,374.29909558135216
mps-uncap,0.6,204.74225450643095,129.33432931292316,464.91960949932854
mps-uncap,0.7,228.94228872510254,145.46818621095898,523.6739967659429
mps-uncap,0.1,34.293813936999435,20.97965471542386,73.85643628127941
mps-uncap,0.2,77.42915875191188,45.5887576749092,150.04200569938436
mps-uncap,0.3,103.78222209681286,63.36561276599071,228.23851623112623
mps-uncap,0.4,138.33188336806347,86.59585139783493,299.51689071572554
