mode,load,0_efficientnet_b6-2,1_inception_v3-32,2_resnet18-16
mps-uncap,0.8,72.68980923482837,1554.4200025332125,2797.5208772132123
mps-uncap,0.9,78.72569591617338,1704.1126730690387,3241.8865294666425
mps-uncap,1.0,83.0977000879249,1818.7272337454199,3101.094848519624
mps-uncap,0.5,43.35684256013209,973.4983351086698,1801.8824288553558
mps-uncap,0.6,51.00957797084866,1165.5713560465542,2108.038233087924
mps-uncap,0.7,61.797845109173444,1360.2253793032535,2445.7318254330485
mps-uncap,0.1,8.572695587770939,183.4536763781172,358.65007199622215
mps-uncap,0.2,17.51551727428995,385.1826352768031,706.3807894950302
mps-uncap,0.3,26.720195328565847,567.7730442435382,1081.887504190769
mps-uncap,0.4,36.056075755480066,760.0614543777957,1425.4360969353227
