mode,load,0_efficientnet_b6-2,1_inception_v3-32,2_resnet18-16
mps-uncap,0.8,21.896958351135254,19.418835639953613,6.495952606201172
mps-uncap,0.9,22.07493782043457,19.579601287841797,6.595849990844727
mps-uncap,1.0,26.000523567199707,18.07265281677246,6.764745712280273
mps-uncap,0.5,22.327899932861328,17.02880859375,5.655097961425782
mps-uncap,0.6,22.70641326904297,18.726515769958496,5.623149871826173
mps-uncap,0.7,23.835229873657227,17.674875259399414,6.344032287597657
mps-uncap,0.1,32.06000328063965,20.67875862121582,5.099058151245117
mps-uncap,0.2,30.96604347229004,19.85800266265869,5.239129066467285
mps-uncap,0.3,22.34959602355957,17.93372631072998,5.067992210388185
mps-uncap,0.4,22.025728225708004,17.369747161865234,5.5340290069580105
