mode,load,0_efficientnet_b6-2,1_inception_v3-32,2_resnet18-16
mps-uncap,0.8,20.249366760253906,17.886996269226074,4.269003868103027
mps-uncap,0.9,20.984649658203125,18.884897232055664,4.424333572387695
mps-uncap,1.0,23.55337142944336,17.48943328857422,4.628419876098633
mps-uncap,0.5,18.573999404907227,14.099836349487305,3.611445426940918
mps-uncap,0.6,19.083738327026367,15.07866382598877,3.6725997924804688
mps-uncap,0.7,20.08223533630371,15.611886978149414,4.067659378051758
mps-uncap,0.1,24.677276611328125,19.713640213012695,4.597306251525879
mps-uncap,0.2,19.5082426071167,15.937328338623047,4.332065582275391
mps-uncap,0.3,19.120335578918457,14.711499214172363,4.308938980102539
mps-uncap,0.4,18.65410804748535,13.813495635986328,3.9207935333251953
