mode,load,0_efficientnet_b6-2,1_inception_v3-32,2_resnet18-16
mps-uncap,0.8,194.55599784851074,359.8966598510742,84.49411392211914
mps-uncap,0.9,428.55334281921387,1830.7032585144043,467.9708480834961
mps-uncap,1.0,3107.4156761169434,5069.270133972168,7535.123586654663
mps-uncap,0.5,80.92236518859863,77.50463485717773,31.199216842651367
mps-uncap,0.6,138.52548599243164,114.20726776123047,46.57244682312012
mps-uncap,0.7,167.65928268432617,189.41187858581543,92.70524978637695
mps-uncap,0.1,63.732147216796875,46.86474800109863,16.97993278503418
mps-uncap,0.2,54.841041564941406,48.01654815673828,18.342971801757812
mps-uncap,0.3,64.83316421508789,59.12899971008301,20.136117935180664
mps-uncap,0.4,75.29497146606445,59.23008918762207,21.685123443603516
