mode,load,0_efficientnet_b6-2,1_inception_v3-32,2_resnet18-16
mps-uncap,0.8,17.08221435546875,11.448860168457031,2.583026885986328
mps-uncap,0.9,17.076969146728516,16.894102096557617,2.635478973388672
mps-uncap,1.0,19.225120544433594,15.551567077636719,3.568410873413086
mps-uncap,0.5,16.802549362182617,10.942935943603516,2.398967742919922
mps-uncap,0.6,16.860246658325195,10.942935943603516,2.431154251098633
mps-uncap,0.7,16.957521438598633,10.971784591674805,2.4614334106445312
mps-uncap,0.1,17.307519912719727,13.236522674560547,2.870321273803711
mps-uncap,0.2,17.096996307373047,11.088132858276367,2.5811195373535156
mps-uncap,0.3,17.215728759765625,10.875463485717773,2.5780200958251953
mps-uncap,0.4,16.971349716186523,10.844945907592773,2.401590347290039
