mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,20.77960968017578,15.303373336791992,8.857011795043945
mps-uncap,0.9,20.79916000366211,15.2970552444458,8.720636367797852
mps-uncap,1.0,22.334933280944824,15.106201171875,8.774042129516602
mps-uncap,0.5,20.652413368225098,15.143394470214844,8.737325668334961
mps-uncap,0.6,20.459771156311035,15.18869400024414,8.721590042114258
mps-uncap,0.7,20.809173583984375,15.012264251708984,8.789539337158203
mps-uncap,0.1,22.062063217163086,16.7849063873291,12.062430381774902
mps-uncap,0.2,21.26598358154297,15.742301940917969,9.349822998046875
mps-uncap,0.3,20.69687843322754,15.534400939941406,8.88073444366455
mps-uncap,0.4,20.28822898864746,15.117883682250977,8.949995040893555
