mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,29.019832611083984,28.8543701171875,22.64714241027832
mps-uncap,0.9,32.98044204711914,26.254892349243164,22.740840911865234
mps-uncap,1.0,27.34661102294922,26.147127151489258,21.565914154052734
mps-uncap,0.5,28.0611515045166,27.219772338867188,19.39082145690918
mps-uncap,0.6,30.153989791870117,27.583837509155273,21.64173126220703
mps-uncap,0.7,26.879072189331055,29.176950454711914,22.01366424560547
mps-uncap,0.1,36.60297393798828,32.82809257507324,21.119356155395508
mps-uncap,0.2,31.3723087310791,27.245759963989258,20.10059356689453
mps-uncap,0.3,24.79720115661621,27.727365493774414,16.015291213989258
mps-uncap,0.4,33.670663833618164,24.008750915527344,17.41623878479004
