mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,20.483732223510742,15.02227783203125,8.67319107055664
mps-uncap,0.9,20.48182487487793,14.97340202331543,8.535146713256836
mps-uncap,1.0,20.673274993896484,14.797210693359375,8.569717407226562
mps-uncap,0.5,20.305156707763672,14.818429946899414,8.515357971191406
mps-uncap,0.6,20.170211791992188,14.909744262695312,8.546829223632812
mps-uncap,0.7,20.51091194152832,14.75214958190918,8.617162704467773
mps-uncap,0.1,20.18117904663086,14.63627815246582,8.629798889160156
mps-uncap,0.2,20.26081085205078,14.827251434326172,8.58926773071289
mps-uncap,0.3,20.026445388793945,15.05422592163086,8.538246154785156
mps-uncap,0.4,19.797325134277344,14.654159545898438,8.711576461791992
