mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,7753.148078918457,6564.325213432312,6391.439199447632
mps-uncap,0.9,9483.015418052673,8910.667300224304,10031.39328956604
mps-uncap,1.0,12591.166257858276,10806.86330795288,11530.842542648315
mps-uncap,0.5,51.984190940856934,34.098148345947266,20.892977714538574
mps-uncap,0.6,391.18361473083496,77.53562927246094,79.96106147766113
mps-uncap,0.7,3524.5180130004883,1923.0427742004395,4179.45671081543
mps-uncap,0.1,22.655010223388672,17.580747604370117,14.375448226928711
mps-uncap,0.2,22.30358123779297,16.684293746948242,10.696172714233398
mps-uncap,0.3,22.87578582763672,18.036961555480957,10.274887084960938
mps-uncap,0.4,29.810667037963867,21.471500396728516,13.5117769241333
