mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,22.48486280441284,16.60681247711181,9.647531509399414
mps-uncap,0.9,22.500038146972656,16.495826244354248,9.476842880249022
mps-uncap,1.0,23.520824909210205,16.298961639404297,9.522695541381832
mps-uncap,0.5,22.432422637939457,16.59636497497559,9.839720726013184
mps-uncap,0.6,22.103052139282227,16.569621562957764,9.770393371582031
mps-uncap,0.7,22.470343112945557,16.461172103881836,9.508056640625
mps-uncap,0.1,35.466361045837395,27.43882656097412,20.170032978057858
mps-uncap,0.2,24.457588195800774,21.307992935180664,16.011619567871094
mps-uncap,0.3,23.15141201019287,18.174588680267334,11.67253971099853
mps-uncap,0.4,22.490749359130863,16.932468414306637,10.258450508117676
