mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,13120.3031539917,11442.784595489502,12028.155994415285
mps-uncap,0.9,17481.371521949768,16267.250967025757,17543.428230285648
mps-uncap,1.0,22831.876158714294,19012.80426979065,20509.534454345703
mps-uncap,0.5,130.75883388519287,80.84368705749513,51.69482231140137
mps-uncap,0.6,802.2779941558839,205.72571754455566,241.24741554260254
mps-uncap,0.7,4973.626732826233,4563.75732421875,6481.803035736084
mps-uncap,0.1,35.10680198669435,27.733135223388675,21.09332084655762
mps-uncap,0.2,39.458847045898445,29.11543846130371,18.952131271362305
mps-uncap,0.3,55.371022224426284,40.94886779785156,20.853662490844727
mps-uncap,0.4,62.39118576049805,46.75374031066895,30.567431449890137
