mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,14724.65705871582,12598.61445426941,13461.326837539673
mps-uncap,0.9,19006.507635116577,17906.941652297974,19659.58309173584
mps-uncap,1.0,25606.273651123047,21464.620351791382,22531.527042388916
mps-uncap,0.5,219.5749282836914,150.7411003112793,100.11529922485352
mps-uncap,0.6,1017.8425312042236,404.0226936340332,503.0555725097656
mps-uncap,0.7,5198.629856109619,4772.46618270874,7048.694372177124
mps-uncap,0.1,39.23749923706055,45.03893852233887,31.221628189086914
mps-uncap,0.2,66.37930870056152,50.73189735412598,31.560897827148438
mps-uncap,0.3,139.32108879089355,69.78464126586914,43.3962345123291
mps-uncap,0.4,119.19474601745605,119.77243423461914,76.92980766296387
