mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,21.506071090698242,15.81761837005615,9.176015853881836
mps-uncap,0.9,21.527767181396484,15.82059860229492,9.019804000854492
mps-uncap,1.0,22.92153835296631,15.593576431274414,9.07278060913086
mps-uncap,0.5,21.245789527893066,15.688133239746094,9.115934371948242
mps-uncap,0.6,20.97487449645996,15.712857246398926,9.010791778564453
mps-uncap,0.7,21.354198455810547,15.473556518554688,9.032893180847168
mps-uncap,0.1,24.01962280273438,25.447702407836918,16.8750286102295
mps-uncap,0.2,22.900104522705078,17.461776733398438,11.517763137817383
mps-uncap,0.3,21.791362762451172,16.544222831726074,9.839129447937012
mps-uncap,0.4,21.14691734313965,15.836381912231447,9.472179412841797
