mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,20.83873748779297,15.198230743408203,8.898019790649414
mps-uncap,0.9,20.88642120361328,15.395164489746094,8.840084075927734
mps-uncap,1.0,21.069765090942383,15.325069427490234,8.658647537231445
mps-uncap,0.5,20.363807678222656,14.902114868164062,8.596181869506836
mps-uncap,0.6,20.32637596130371,15.013456344604492,8.624553680419922
mps-uncap,0.7,20.606040954589844,14.89567756652832,8.815288543701172
mps-uncap,0.1,20.333528518676758,14.71090316772461,8.662939071655273
mps-uncap,0.2,20.33090591430664,14.880657196044922,8.63194465637207
mps-uncap,0.3,20.17068862915039,15.104055404663086,8.577823638916016
mps-uncap,0.4,19.916296005249023,14.73855972290039,8.750438690185547
