mode,load,0_densenet201-4,1_efficientnet_b5-2,2_inception_v3-4
mps-uncap,0.8,14745.848655700684,12616.677522659302,13470.425605773926
mps-uncap,0.9,19030.88927268982,17926.276206970215,19668.5893535614
mps-uncap,1.0,25633.280992507935,21485.03565788269,22540.70472717285
mps-uncap,0.5,240.0367259979248,166.6719913482666,109.51781272888184
mps-uncap,0.6,1038.2771492004395,419.3389415740967,512.0444297790527
mps-uncap,0.7,5219.413757324219,4787.335157394409,7057.51895904541
mps-uncap,0.1,59.99422073364258,60.231685638427734,45.17483711242676
mps-uncap,0.2,86.75789833068848,66.26582145690918,40.2071475982666
mps-uncap,0.3,160.4769229888916,85.35218238830566,51.99933052062988
mps-uncap,0.4,139.13989067077637,134.68265533447266,85.77752113342285
