mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_squeezenet1_1-4
mps-uncap,1.0,882.7699579582724,2303.3380627732186,2349.8907620042382,620.8566340617947
