mode,load,0_inception_v3-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,60.07051467895508,29.650211334228516,15.92254638671875
mps-uncap,0.9,90.1951789855957,45.228004455566406,28.029203414916992
mps-uncap,1.0,528.1727313995361,165.97342491149902,85.94584465026855
mps-uncap,0.5,31.070947647094727,24.89948272705078,10.918378829956055
mps-uncap,0.6,34.333229064941406,14.656305313110352,10.388851165771484
mps-uncap,0.7,40.0693416595459,28.668880462646484,9.543418884277344
mps-uncap,0.1,27.515172958374023,18.660306930541992,7.056951522827148
mps-uncap,0.2,41.52822494506836,25.348901748657227,11.545896530151367
mps-uncap,0.3,31.272172927856445,25.148391723632812,13.00668716430664
mps-uncap,0.4,30.847787857055664,19.960880279541016,11.92617416381836
