mode,load,0_inception_v3-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,40.74949026107788,19.404623508453366,9.246382713317866
mps-uncap,0.9,64.8093318939209,34.385175704956055,15.378308296203633
mps-uncap,1.0,507.94169425964355,149.10015106201192,69.20889139175415
mps-uncap,0.5,19.329452514648445,11.421930789947526,6.5943717956542995
mps-uncap,0.6,21.048803329467784,9.895689487457272,4.63647365570068
mps-uncap,0.7,25.631980895996048,16.241850852966284,6.001720428466795
mps-uncap,0.1,18.78952980041504,10.221877098083516,3.1285285949707005
mps-uncap,0.2,21.942410469055147,14.213352203369157,5.839633941650368
mps-uncap,0.3,21.271550655364976,15.238626003265347,7.762444019317609
mps-uncap,0.4,19.448184967041016,11.968510150909388,7.213895320892317
