mode,load,0_inception_v3-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,5.4634809494018555,2.4384260177612305,1.1837482452392578
mps-uncap,0.9,10.803699493408203,6.201982498168945,1.7054080963134766
mps-uncap,1.0,103.25932502746582,54.259300231933594,8.790135383605957
mps-uncap,0.5,0.12683868408203125,0.5155801773071289,0.26726722717285156
mps-uncap,0.6,1.41143798828125,1.0112524032592773,0.1895427703857422
mps-uncap,0.7,3.27301025390625,1.7402172088623047,0.5970001220703125
mps-uncap,0.1,0.05340576171875,0.049114227294921875,0.04291534423828125
mps-uncap,0.2,0.04935264587402344,0.04863739013671875,0.04553794860839844
mps-uncap,0.3,0.04673004150390625,0.058770179748535156,0.2206563949584961
mps-uncap,0.4,0.0438690185546875,0.34046173095703125,0.2613067626953125
