mode,load,0_inception_v3-4,1_mobilenet_v3_small-4,2_squeezenet1_1-4
mps-uncap,0.8,6.178855895996094,2.5907564163208003,1.517233848571777
mps-uncap,0.9,5.795249938964842,2.6297569274902344,1.4257431030273438
mps-uncap,1.0,5.8307600021362305,2.599000930786133,1.4355182647705078
mps-uncap,0.5,9.315156936645511,4.512643814086914,2.1801090240478516
mps-uncap,0.6,8.106074333190918,3.829355239868163,1.7705297470092771
mps-uncap,0.7,6.999244689941404,2.9992246627807573,1.501321792602539
mps-uncap,0.1,13.722538948059082,6.92884922027588,2.930984497070312
mps-uncap,0.2,13.453321456909178,6.86213493347168,2.9879665374755855
mps-uncap,0.3,13.154113292694092,6.575880050659178,2.9189586639404297
mps-uncap,0.4,10.295977592468263,5.469577312469479,2.620086669921872
