mode,load,0_vgg13-2,1_alexnet-2,2_resnet152-4
mps-uncap,1.0,3.0210018157958984,1.4340877532958984,17.358779907226562
mig,1.0,3.4890174865722656,1.4886856079101562,15.711545944213867
