mode,load,0_vgg13-2,1_alexnet-2,2_resnet152-4
mps-uncap,1.0,659.4487286978228,1379.8728851379235,230.05128277735298
mig,1.0,570.8452747805998,1330.9336361948149,254.35321156307234
