mode,load,0_vgg16-4,1_alexnet-16,2_resnet18-32
mps-uncap,1.0,533.7773205133649,4129.504449741913,2988.9728393014734
mig,1.0,549.3810826407347,3960.997031220348,2062.7244253841595
