mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,30.056476593017578,105.5290699005127,91.97378158569336
mig,0.6,48.68960380554199,269.977331161499,298.3660697937012
mps-uncap,0.7,44.13580894470215,165.04979133605957,77.08477973937988
mig,0.7,62.15238571166992,426.23281478881836,499.3853569030762
mps-uncap,0.8,52.31928825378418,199.63979721069336,98.2811450958252
mig,0.8,124.93395805358887,339.6313190460205,473.25634956359863
mps-uncap,0.9,56.76865577697754,328.20940017700195,113.2965087890625
mig,0.9,117.60115623474121,712.8639221191406,981.1890125274658
mps-uncap,1.0,227.16760635375977,527.3866653442383,126.80435180664062
mig,1.0,714.6105766296387,1578.9213180541992,2490.032434463501
mps-uncap,1.1,313.94147872924805,5558.527231216431,149.81913566589355
mig,1.1,7174.418210983276,5573.704719543457,4726.475238800049
mps-uncap,1.2,2015.5673027038574,17931.093215942383,175.02689361572266
mig,1.2,13618.274450302124,15972.387790679932,14692.665815353394
mps-uncap,1.3,13650.848150253296,24938.396215438843,203.29856872558594
mig,1.3,20193.060398101807,19760.4079246521,20762.993574142456
