mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,7.905693054199203,36.68425559997558,24.016571044921875
mig,0.6,8.460597991943352,29.11630630493164,48.76228332519531
mps-uncap,0.7,8.094034194946289,37.69890069961549,24.5664119720459
mig,0.7,8.406543731689453,28.808002471923828,48.95824432373047
mps-uncap,0.8,8.222529888153076,39.94089841842651,24.915285110473636
mig,0.8,8.265409469604492,28.79279136657715,48.73131275177002
mps-uncap,0.9,7.8385257720947275,43.54810714721679,24.919013977050785
mig,0.9,7.930550575256348,28.590273857116696,48.56419086456298
mps-uncap,1.0,8.355538845062256,43.1086540222168,24.861207008361813
mig,1.0,7.331409454345704,28.502306938171383,47.78783559799194
mps-uncap,1.1,7.932019233703612,46.50692701339722,24.893844127655026
mig,1.1,6.631374359130859,28.336219787597656,47.358760833740234
mps-uncap,1.2,8.447253704071052,45.675361156463616,23.850736618041992
mig,1.2,6.642169952392578,28.21681022644043,47.748422622680685
mps-uncap,1.3,8.42849254608154,43.96398067474366,24.33165311813354
mig,1.3,7.080116271972657,28.360042572021484,48.17193031311035
