mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,2.297639846801758,15.022754669189453,12.75324821472168
mig,0.6,4.185676574707031,26.456594467163086,44.06380653381348
mps-uncap,0.7,2.289295196533203,14.955520629882812,12.830495834350586
mig,0.7,4.173994064331055,26.432275772094727,44.05069351196289
mps-uncap,0.8,2.3055076599121094,15.211105346679688,13.045310974121094
mig,0.8,4.176616668701172,26.462554931640625,44.10076141357422
mps-uncap,0.9,2.3031234741210938,14.986276626586914,12.862682342529297
mig,0.9,4.174232482910156,26.43585205078125,44.094085693359375
mps-uncap,1.0,2.3200511932373047,15.20085334777832,13.06295394897461
mig,1.0,4.240989685058594,26.5500545501709,44.31891441345215
mps-uncap,1.1,2.6328563690185547,15.716075897216797,16.308069229125977
mig,1.1,4.529237747192383,26.86166763305664,44.13270950317383
mps-uncap,1.2,3.077268600463867,18.708467483520508,18.8906192779541
mig,1.2,4.273414611816406,26.545047760009766,46.19312286376953
mps-uncap,1.3,2.652406692504883,17.986297607421875,19.474506378173828
mig,1.3,4.736661911010742,27.631282806396484,46.555519104003906
