mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,3.123044967651367,16.628026962280273,17.639875411987305
mig,0.6,4.570722579956055,26.7258882522583,44.81983184814453
mps-uncap,0.7,3.269076347351074,16.85953140258789,18.47362518310547
mig,0.7,4.662752151489258,26.775717735290527,44.93522644042969
mps-uncap,0.8,3.451824188232422,17.570972442626953,19.43051815032959
mig,0.8,4.718661308288574,26.816606521606445,44.8988676071167
mps-uncap,0.9,3.5567283630371094,17.99321174621582,20.52593231201172
mig,0.9,4.694461822509766,26.781797409057617,44.90351676940918
mps-uncap,1.0,3.6782026290893555,19.123315811157227,21.290302276611328
mig,1.0,4.753470420837402,26.888608932495117,45.08614540100098
mps-uncap,1.1,3.903627395629883,21.002650260925293,22.189617156982422
mig,1.1,4.778623580932617,26.893019676208496,45.13907432556152
mps-uncap,1.2,3.8907527923583984,26.73041820526123,21.430253982543945
mig,1.2,4.7054290771484375,26.895999908447266,44.95859146118164
mps-uncap,1.3,4.1446685791015625,28.792142868041992,22.043228149414062
mig,1.3,4.759311676025391,26.890039443969727,45.192718505859375
