mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,5.552697181701663,24.812507629394535,13.29994201660158
mig,0.6,10.92820167541504,54.66854572296143,95.70460319519046
mps-uncap,0.7,7.848978042602539,31.718111038208026,14.351367950439453
mig,0.7,16.1703109741211,73.86355400085448,171.07968330383304
mps-uncap,0.8,11.869812011718754,50.45907497406008,17.896676063537598
mig,0.8,27.113652229309103,136.44142150878906,177.2490978240967
mps-uncap,0.9,15.373897552490234,85.53624153137207,20.381069183349613
mig,0.9,50.02899169921875,297.98195362091076,504.7693729400634
mps-uncap,1.0,44.65696811676026,195.25861740112305,27.35090255737305
mig,1.0,600.6811380386353,1101.6040802001953,2059.566378593445
mps-uncap,1.1,133.32521915435785,5139.762639999391,41.67332649230957
mig,1.1,6685.754203796386,4492.384171485902,4199.139642715454
mps-uncap,1.2,1610.4161739349365,15506.131029129032,44.17347908020021
mig,1.2,12040.440845489502,14120.986080169678,13487.060546875
mps-uncap,1.3,11914.771270751955,23099.097847938538,46.88751697540283
mig,1.3,17975.747537612915,17320.649504661564,18074.336004257202
