mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,12.66169548034668,42.353153228759766,26.287555694580078
mig,0.6,10.560750961303711,32.19246864318848,50.420284271240234
mps-uncap,0.7,12.624502182006836,41.403770446777344,26.002883911132812
mig,0.7,10.449886322021484,31.275272369384766,50.05598068237305
mps-uncap,0.8,12.63880729675293,44.40808296203613,27.778148651123047
mig,0.8,12.996912002563477,34.10077095031738,51.299095153808594
mps-uncap,0.9,16.704559326171875,47.34158515930176,26.96681022644043
mig,0.9,12.66789436340332,35.45856475830078,50.14753341674805
mps-uncap,1.0,16.5102481842041,45.098304748535156,30.008316040039062
mig,1.0,9.952783584594727,33.86569023132324,50.2927303314209
mps-uncap,1.1,14.518976211547852,56.148529052734375,34.03520584106445
mig,1.1,9.745121002197266,29.667377471923828,49.04890060424805
mps-uncap,1.2,16.566991806030273,50.27198791503906,30.493736267089844
mig,1.2,9.105205535888672,28.905868530273438,48.80523681640625
mps-uncap,1.3,18.37301254272461,49.35789108276367,32.38654136657715
mig,1.3,10.483980178833008,29.315471649169922,50.1246452331543
