mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,25.318384170532227,90.34395217895508,72.52693176269531
mig,0.6,42.16885566711426,243.38722229003906,253.9215087890625
mps-uncap,0.7,37.930965423583984,149.9948501586914,52.76203155517578
mig,0.7,53.24053764343262,397.39251136779785,453.7374973297119
mps-uncap,0.8,47.71113395690918,181.11896514892578,77.93760299682617
mig,0.8,120.43380737304688,310.8398914337158,428.389310836792
mps-uncap,0.9,51.89013481140137,301.1319637298584,90.84939956665039
mig,0.9,111.94491386413574,685.2519512176514,935.9447956085205
mps-uncap,1.0,221.86017036437988,508.23497772216797,106.22787475585938
mig,1.0,710.1011276245117,1551.5973567962646,2444.507837295532
mps-uncap,1.1,309.8766803741455,5539.038419723511,126.23000144958496
mig,1.1,7169.49725151062,5546.876430511475,4682.045459747314
mps-uncap,1.2,2011.3306045532227,17890.356302261353,151.4284610748291
mig,1.2,13613.393545150757,15945.578813552856,14648.001432418823
mps-uncap,1.3,13645.439386367798,24920.543909072876,181.5352439880371
mig,1.3,20187.342882156372,19733.35576057434,20718.103647232056
