mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,2.2766590118408203,14.96124267578125,12.722253799438477
mig,0.6,4.163265228271484,26.42083168029785,44.04735565185547
mps-uncap,0.7,2.274751663208008,14.925956726074219,12.81595230102539
mig,0.7,4.156827926635742,26.388883590698242,44.03209686279297
mps-uncap,0.8,2.279996871948242,15.120506286621094,12.996912002563477
mig,0.8,4.155874252319336,26.374340057373047,44.028282165527344
mps-uncap,0.9,2.2881031036376953,14.889001846313477,12.835025787353516
mig,0.9,4.148721694946289,26.385784149169922,44.040679931640625
mps-uncap,1.0,2.306699752807617,15.041589736938477,12.906312942504883
mig,1.0,4.151582717895508,26.425838470458984,44.11888122558594
mps-uncap,1.1,2.535581588745117,14.903783798217773,16.29018783569336
mig,1.1,4.16254997253418,26.459693908691406,44.11435127258301
mps-uncap,1.2,2.6090145111083984,15.501976013183594,18.19467544555664
mig,1.2,4.174232482910156,26.465177536010742,44.100284576416016
mps-uncap,1.3,2.5281906127929688,16.059398651123047,19.455432891845703
mig,1.3,4.195213317871094,26.465654373168945,44.1133975982666
