mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,13.585200309753418,55.5508756637573,34.08090591430666
mig,0.6,23.106002807617177,127.90742397308344,192.71676063537592
mps-uncap,0.7,18.481504917144772,77.4107432365418,31.925034523010147
mig,0.7,33.94200325012207,179.59417581558236,368.1198787689208
mps-uncap,0.8,26.183934211730957,103.11795234680176,40.78250408172611
mig,0.8,65.85347652435303,244.34309005737305,313.67114782333374
mps-uncap,0.9,32.80457496643067,207.94849395751947,45.16594886779785
mig,0.9,86.45285606384279,612.8189635276791,824.7020292282104
mps-uncap,1.0,163.06016206741032,336.8480205535888,67.42906570434567
mig,1.0,669.0861797332764,1422.1187734603882,2313.3179712295528
mps-uncap,1.1,240.61910152435303,5469.759936332703,85.51416158676112
mig,1.1,7099.6030044555655,5413.651857376099,4507.317705154419
mps-uncap,1.2,1961.5184664726257,17644.037599563595,95.20940780639661
mig,1.2,13427.557229995726,15634.440526962282,14557.195973396303
mps-uncap,1.3,13400.91998577118,24581.633605957035,113.17242383956854
mig,1.3,19971.04393005371,19646.703510284424,20461.623029708866
