mode,load,0_alexnet-32,1_efficientnet_b5-8,2_resnet50-32
mps-uncap,0.6,4.23276424407959,21.3470458984375,18.43881607055664
mig,0.6,7.047891616821289,36.41366958618164,60.04619598388672
mps-uncap,0.7,5.033612251281738,25.34806728363037,19.481182098388672
mig,0.7,8.688688278198242,43.882131576538086,83.34970474243164
mps-uncap,0.8,6.018519401550293,29.602527618408203,20.534157752990723
mig,0.8,11.905193328857422,60.18519401550293,95.05724906921387
mps-uncap,0.9,7.029294967651367,40.328025817871094,21.84438705444336
mig,0.9,20.409107208251953,109.04037952423096,232.3622703552246
mps-uncap,1.0,13.44609260559082,79.47373390197754,22.893428802490234
mig,1.0,296.49996757507324,519.7322368621826,401.93867683410645
mps-uncap,1.1,43.02084445953369,2298.814296722412,27.68087387084961
mig,1.1,3823.4426975250244,2843.197822570801,3074.253797531128
mps-uncap,1.2,653.5446643829346,7619.6348667144775,28.322458267211914
mig,1.2,6449.142932891846,7541.660308837891,7114.567041397095
mps-uncap,1.3,6637.070178985596,14227.046012878418,32.46486186981201
mig,1.3,10021.47376537323,9856.756925582886,9152.22716331482
