mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,66.21468576356001,239.45725512387398,3338.5874408096474
mps-uncap,0.9,74.27620667965087,270.58617320603787,3554.5302584336664
mps-uncap,1.0,78.04940021563371,299.53043633745193,3500.8631192561497
mps-uncap,0.5,39.29342758511066,143.57292871383035,2063.25778892124
mps-uncap,0.6,49.37286202290462,179.1409382317683,2471.7929477253074
mps-uncap,0.7,58.04687659934824,200.3458579934797,2917.825590257952
mps-uncap,0.1,8.32552900179941,30.516619468445192,411.3165611606163
mps-uncap,0.2,15.426633912748839,60.57017650501501,822.4933144315211
mps-uncap,0.3,24.549482492650817,89.01605618862553,1233.0881478938986
mps-uncap,0.4,33.236864457034926,119.85117434701206,1628.8828453097192
