mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,69.60785388946533,54.59606647491455,15.800952911376953
mps-uncap,0.9,104.76338863372803,54.318904876708984,1062.420129776001
mps-uncap,1.0,1988.9214038848877,109.33446884155273,4248.783826828003
mps-uncap,0.5,24.488449096679688,22.818803787231445,6.274700164794922
mps-uncap,0.6,24.319887161254883,28.25748920440674,7.451415061950684
mps-uncap,0.7,30.681610107421875,34.635066986083984,11.431694030761719
mps-uncap,0.1,23.77307415008545,23.891448974609375,4.6051740646362305
mps-uncap,0.2,23.135066032409668,22.99797534942627,4.634857177734375
mps-uncap,0.3,22.70352840423584,23.61762523651123,4.7206878662109375
mps-uncap,0.4,23.175597190856934,24.30891990661621,5.4225921630859375
