mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,27.552008628845215,29.610180854797363,5.144357681274414
mps-uncap,0.9,26.58030986785889,24.57737922668457,5.31315803527832
mps-uncap,1.0,26.715469360351562,24.608993530273438,5.316734313964844
mps-uncap,0.5,24.815082550048828,22.978663444519043,5.600357055664063
mps-uncap,0.6,22.65791893005371,27.50403881072998,5.695462226867677
mps-uncap,0.7,22.459888458251953,28.04670333862305,5.677700042724609
mps-uncap,0.1,36.67802810668945,36.965012550354004,5.633854866027832
mps-uncap,0.2,24.259424209594727,23.884105682373047,5.13460636138916
mps-uncap,0.3,23.412656784057617,25.197768211364746,5.602788925170898
mps-uncap,0.4,23.448991775512695,25.770092010498047,5.708646774291993
