mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,307.84011125564575,162.71385192871062,118.50762605667113
mps-uncap,0.9,423.18080425262434,181.3809633255005,2095.9157967567444
mps-uncap,1.0,3829.953603744507,529.031171798706,8910.764353275299
mps-uncap,0.5,68.09269666671753,57.66336917877193,19.594058990478523
mps-uncap,0.6,80.79160690307624,84.64756011962893,25.395026206970243
mps-uncap,0.7,87.46985435485843,123.041503429413,55.02624511718751
mps-uncap,0.1,33.835558891296415,28.881037235260006,4.977071285247794
mps-uncap,0.2,26.239864826202364,23.889236450195305,6.660985946655276
mps-uncap,0.3,37.45407581329343,35.81849098205566,10.31709671020508
mps-uncap,0.4,48.114855289459186,41.890366077423096,15.65249919891355
