mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,45.36795616149902,27.56643295288086,11.555314064025879
mps-uncap,0.9,79.68282699584961,30.236482620239258,1057.90376663208
mps-uncap,1.0,1964.6224975585938,85.06941795349121,4244.1582679748535
mps-uncap,0.5,0.026702880859375,0.024318695068359375,1.6665458679199219
mps-uncap,0.6,2.4759769439697266,1.278996467590332,2.9697418212890625
mps-uncap,0.7,9.305238723754883,10.167837142944336,6.824970245361328
mps-uncap,0.1,0.041961669921875,0.041604042053222656,0.030040740966796875
mps-uncap,0.2,0.03325939178466797,0.03349781036376953,0.027179718017578125
mps-uncap,0.3,0.031232833862304688,0.029087066650390625,0.025987625122070312
mps-uncap,0.4,0.029087066650390625,0.028014183044433594,0.025033950805664062
