mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,333.35999965667736,190.18400669097898,123.22492837905878
mps-uncap,0.9,449.59244012832636,205.48684120178223,2100.559558868408
mps-uncap,1.0,3855.417423248291,553.034234046936,8915.293328762054
mps-uncap,0.5,89.48777914047238,78.44835519790642,24.210891723632816
mps-uncap,0.6,101.73753738403323,108.9711117744446,29.90452289581301
mps-uncap,0.7,109.3996143341065,147.45371580123904,59.00101661682137
mps-uncap,0.1,58.043048381805434,53.63374948501587,10.314850807189938
mps-uncap,0.2,47.368910312652574,44.705088138580315,11.353693008422853
mps-uncap,0.3,58.39816570281982,57.16299533843993,15.034332275390629
mps-uncap,0.4,68.93957853317258,64.06002283096315,20.53753376007075
