mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,20.678281784057617,20.42245864868164,3.2341480255126953
mps-uncap,0.9,20.412445068359375,20.8895206451416,3.25775146484375
mps-uncap,1.0,20.63608169555664,21.26312255859375,3.2987594604492188
mps-uncap,0.5,20.76268196105957,20.22695541381836,3.2281875610351562
mps-uncap,0.6,20.428895950317383,20.244598388671875,3.231525421142578
mps-uncap,0.7,20.334482192993164,20.418405532836914,3.24249267578125
mps-uncap,0.1,20.87092399597168,20.720243453979492,4.290103912353516
mps-uncap,0.2,20.30181884765625,20.475387573242188,3.2660961151123047
mps-uncap,0.3,20.159006118774414,20.39957046508789,3.2303333282470703
mps-uncap,0.4,20.59197425842285,20.2939510345459,3.2472610473632812
