mode,load,0_densenet201-2,1_densenet201-8,2_squeezenet1_0-16
mps-uncap,0.8,20.817995071411133,20.6449031829834,3.252744674682617
mps-uncap,0.9,20.81584930419922,21.077871322631836,3.9615631103515625
mps-uncap,1.0,20.77937126159668,21.27671241760254,3.532886505126953
mps-uncap,0.5,20.816564559936523,20.346403121948242,3.246784210205078
mps-uncap,0.6,20.53356170654297,20.394563674926758,3.2432079315185547
mps-uncap,0.7,20.38097381591797,20.53380012512207,3.2634735107421875
mps-uncap,0.1,21.22044563293457,20.917892456054688,4.3048858642578125
mps-uncap,0.2,20.655155181884766,20.531177520751953,3.2820701599121094
mps-uncap,0.3,20.21312713623047,20.59483528137207,3.2453536987304688
mps-uncap,0.4,20.71094512939453,20.468473434448242,3.2613277435302734
