mode,load,0_efficientnet_b7-4,1_resnet18-4,2_resnet34-2
mps-uncap,0.8,167.10671487397354,1523.3208357075482,484.1146690137133
mps-uncap,0.9,170.75346557341294,1455.9191345444578,553.3928169707374
mps-uncap,1.0,167.56612018204268,1696.614319481824,467.4337171747981
mps-uncap,0.5,107.30880404231235,1026.0249713318833,304.7708704416545
mps-uncap,0.6,125.36680742926767,1207.1045321476427,368.27079636196925
mps-uncap,0.7,148.90490602547536,1403.4272957879145,430.8226529042149
mps-uncap,0.1,22.580621629574754,198.1827194300504,59.063437487122926
mps-uncap,0.2,38.55199872810508,405.9828255737067,118.83099126520482
mps-uncap,0.3,63.35044604013178,613.656846977436,181.3126539713613
mps-uncap,0.4,84.8561793995963,798.8414447078468,246.4579227274192
