mode,load,0_efficientnet_b7-4,1_resnet18-4,2_resnet34-2
mps-uncap,0.8,22.110462188720703,1.9986629486083984,3.3903121948242188
mps-uncap,0.9,23.80847930908203,2.1393299102783203,3.5398006439208984
mps-uncap,1.0,21.81839942932129,2.004384994506836,3.598928451538086
mps-uncap,0.5,21.200180053710938,1.981496810913086,3.421783447265625
mps-uncap,0.6,20.981788635253906,1.979827880859375,3.442525863647461
mps-uncap,0.7,21.563291549682617,1.9347667694091797,3.469228744506836
mps-uncap,0.1,21.254301071166992,2.347230911254883,3.497600555419922
mps-uncap,0.2,21.1184024810791,2.012014389038086,3.473043441772461
mps-uncap,0.3,21.338224411010742,1.9526481628417969,3.4377574920654297
mps-uncap,0.4,21.259307861328125,1.9958019256591797,3.41796875
