mode,load,0_efficientnet_b7-4,1_resnet18-4,2_resnet34-2
mps-uncap,0.8,25.176525115966797,5.7659149169921875,5.948305130004883
mps-uncap,0.9,27.109861373901367,10.933876037597656,6.339550018310547
mps-uncap,1.0,27.03237533569336,10.53929328918457,11.885881423950195
mps-uncap,0.5,25.516986846923828,4.128217697143555,6.097555160522461
mps-uncap,0.6,25.78568458557129,4.113912582397461,5.895376205444336
mps-uncap,0.7,25.652408599853516,4.489421844482422,6.024837493896484
mps-uncap,0.1,42.03176498413086,6.170034408569336,10.104894638061523
mps-uncap,0.2,37.16683387756348,8.678197860717773,9.473800659179688
mps-uncap,0.3,26.067733764648438,5.724906921386719,10.110616683959961
mps-uncap,0.4,27.17733383178711,7.682085037231445,9.415149688720703
