mode,load,0_squeezenet1_1-32,1_vgg11-8,2_vgg19-8
mps-uncap,0.8,0.06258487701416016,1.6925334930419922,2.9211044311523438
mps-uncap,0.9,4.757165908813477,5.459904670715332,8.537054061889648
mps-uncap,1.0,288.1321907043457,127.50458717346191,351.31025314331055
mps-uncap,0.5,0.047206878662109375,0.04601478576660156,0.04887580871582031
mps-uncap,0.6,0.04696846008300781,0.04649162292480469,0.04673004150390625
mps-uncap,0.7,0.048160552978515625,0.0476837158203125,0.054001808166503906
mps-uncap,0.1,0.06175041198730469,0.056624412536621094,0.0553131103515625
mps-uncap,0.2,0.05435943603515625,0.04935264587402344,0.05054473876953125
mps-uncap,0.3,0.05340576171875,0.04839897155761719,0.049591064453125
mps-uncap,0.4,0.049591064453125,0.04673004150390625,0.05054473876953125
