mode,load,0_squeezenet1_1-32,1_vgg11-8,2_vgg19-8
mps-uncap,0.8,1810.0807412934807,845.7365663593105,462.7398384804389
mps-uncap,0.9,2015.3866166377989,951.6236761730105,530.9404709696583
mps-uncap,1.0,2233.871908223824,1056.905003329121,586.9406694654152
mps-uncap,0.5,1110.299360118386,525.5195436617038,269.87787651486974
mps-uncap,0.6,1316.9679095643187,624.0599599552642,347.3341952947363
mps-uncap,0.7,1560.9816088903435,727.0769605684744,402.24728045224646
mps-uncap,0.1,215.38556398023147,102.30473341547399,54.971137021990806
mps-uncap,0.2,443.0326613191912,209.11872252603288,112.97293536789819
mps-uncap,0.3,684.8776673873565,309.97408709467555,171.6802162822497
mps-uncap,0.4,922.3629454518193,412.73494822834874,223.35614367189507
