mode,load,0_squeezenet1_1-32,1_vgg11-8,2_vgg19-8
mps-uncap,0.8,51.11457586288473,31.60989284515381,59.98590230941766
mps-uncap,0.9,67.4826669692992,94.69100952148445,101.94966793060303
mps-uncap,1.0,959.5056056976318,653.1887054443359,729.1339015960693
mps-uncap,0.5,10.426559448242184,9.009182453155518,12.885277271270741
mps-uncap,0.6,13.816411495208737,12.164192199707026,22.85675048828126
mps-uncap,0.7,30.193161964416486,18.904030323028564,31.529231071472154
mps-uncap,0.1,2.2744750976562544,2.224700450897217,5.639734268188467
mps-uncap,0.2,3.398733139038085,3.8605332374572665,6.903886795043945
mps-uncap,0.3,5.6418013572692844,5.1721572875976465,7.792696952819818
mps-uncap,0.4,9.133925437927248,8.53143692016601,10.89024782180786
