mode,load,0_densenet169-32,1_efficientnet_b7-2,2_efficientnet_b7-8,3_mobilenet_v2-32
mps-uncap,1.0,0.0007152557373046875,0.01239776611328125,0.000476837158203125,0.0007152557373046875
